age,gender,race,education,occupation,hours_per_week,capital_gain,capital_loss,predicted_label,true_label
53,Male,Asian-Pac-Islander,Masters,Exec-managerial,23,0,0,1,1
30,Male,White,HS-grad,Other-service,39,0,0,0,0
24,Male,Black,HS-grad,Adm-clerical,43,0,0,0,0
53,Male,White,HS-grad,Sales,34,0,0,0,0
64,Male,Asian-Pac-Islander,Some-college,Adm-clerical,25,0,0,0,0
26,Male,White,HS-grad,Craft-repair,42,0,0,0,0
49,Female,White,HS-grad,Adm-clerical,62,6044,0,0,0
28,Male,White,HS-grad,Craft-repair,36,0,0,0,0
25,Male,White,Bachelors,Other-service,55,0,0,1,1
50,Male,White,Bachelors,Other-service,32,0,2234,1,1
40,Male,White,Doctorate,Other-service,42,0,0,1,1
42,Female,Asian-Pac-Islander,Bachelors,Sales,47,0,0,0,1
25,Male,White,Masters,Other-service,39,0,0,1,1
62,Male,White,HS-grad,Adm-clerical,37,0,0,0,0
39,Female,White,HS-grad,Exec-managerial,47,0,0,0,0
21,Male,White,HS-grad,Craft-repair,58,0,0,0,0
57,Male,White,HS-grad,Craft-repair,43,0,0,0,0
20,Male,White,Bachelors,Exec-managerial,34,0,0,1,1
46,Male,White,HS-grad,Adm-clerical,38,0,0,0,0
58,Female,White,Masters,Sales,65,0,0,1,1
46,Male,White,Masters,Prof-specialty,41,0,0,1,1
51,Female,Amer-Indian-Eskimo,HS-grad,Adm-clerical,34,0,0,0,0
51,Female,White,HS-grad,Other-service,28,0,0,0,0
45,Male,Black,Bachelors,Adm-clerical,21,0,0,0,0
30,Male,White,Bachelors,Craft-repair,43,0,0,1,1
32,Male,White,Bachelors,Craft-repair,46,0,0,1,1
40,Male,Asian-Pac-Islander,Some-college,Sales,36,0,0,0,0
61,Male,White,Bachelors,Other-service,39,0,0,0,1
43,Male,White,Bachelors,Sales,28,0,1389,1,0
21,Male,White,HS-grad,Sales,41,7085,0,0,0
43,Female,White,Bachelors,Exec-managerial,44,0,0,1,1
57,Male,White,Masters,Prof-specialty,34,0,0,1,1
26,Female,White,Bachelors,Prof-specialty,56,0,0,1,1
22,Female,Black,Bachelors,Other-service,31,0,0,0,0
49,Male,White,Masters,Sales,42,0,0,1,1
37,Male,White,HS-grad,Craft-repair,48,0,0,0,0
28,Male,White,Doctorate,Prof-specialty,39,0,0,1,1
32,Male,White,Masters,Adm-clerical,38,0,0,1,1
49,Male,Other,HS-grad,Exec-managerial,25,0,3254,0,0
45,Male,White,Masters,Craft-repair,53,0,0,1,1
39,Male,White,Bachelors,Exec-managerial,38,0,0,1,1
58,Female,Black,HS-grad,Adm-clerical,45,0,0,0,0
34,Male,White,HS-grad,Prof-specialty,46,0,0,1,0
43,Male,White,HS-grad,Exec-managerial,33,0,0,0,0
61,Male,White,Masters,Other-service,38,0,0,1,1
24,Male,White,Some-college,Exec-managerial,53,0,0,0,1
59,Male,White,Some-college,Exec-managerial,28,0,0,0,0
43,Female,White,Masters,Adm-clerical,61,0,0,1,1
42,Male,White,HS-grad,Craft-repair,32,0,0,0,0
27,Male,White,Bachelors,Craft-repair,28,0,0,1,1
62,Male,White,HS-grad,Adm-clerical,41,0,0,0,0
36,Male,White,HS-grad,Exec-managerial,62,0,0,0,1
28,Male,White,HS-grad,Exec-managerial,20,0,0,0,0
30,Male,Amer-Indian-Eskimo,Some-college,Sales,38,0,0,0,0
25,Male,White,HS-grad,Other-service,44,0,0,0,0
57,Male,White,HS-grad,Prof-specialty,40,0,0,0,0
21,Male,White,HS-grad,Prof-specialty,43,9785,0,0,1
64,Male,White,Some-college,Craft-repair,32,0,0,0,0
48,Male,White,Masters,Adm-clerical,34,0,0,1,1
45,Female,White,Masters,Exec-managerial,38,0,0,1,1
28,Male,White,HS-grad,Other-service,28,0,0,0,0
60,Female,White,Some-college,Prof-specialty,39,0,0,0,0
18,Male,White,Bachelors,Adm-clerical,36,0,0,1,1
64,Male,White,Some-college,Adm-clerical,35,0,0,0,0
55,Male,White,HS-grad,Exec-managerial,43,0,0,0,0
41,Male,White,HS-grad,Other-service,21,0,0,0,0
64,Male,White,HS-grad,Adm-clerical,37,0,0,0,0
48,Male,White,Masters,Prof-specialty,63,10240,0,1,1
58,Female,White,Bachelors,Sales,29,0,0,0,0
63,Female,White,Some-college,Prof-specialty,52,0,0,0,1
43,Male,White,HS-grad,Other-service,40,0,0,0,0
22,Male,White,HS-grad,Sales,33,0,0,0,0
37,Female,White,Bachelors,Adm-clerical,26,0,0,0,1
58,Female,White,HS-grad,Prof-specialty,41,0,0,0,0
28,Male,White,HS-grad,Exec-managerial,54,0,1923,1,0
50,Female,White,HS-grad,Other-service,36,0,0,0,0
55,Male,White,Masters,Adm-clerical,39,0,0,1,1
44,Male,White,HS-grad,Exec-managerial,50,0,0,0,1
51,Male,White,Some-college,Sales,43,0,0,0,0
32,Female,White,Masters,Craft-repair,24,0,0,0,1
49,Female,White,Some-college,Craft-repair,40,0,0,0,0
38,Female,White,Bachelors,Sales,55,1186,0,0,1
63,Male,White,HS-grad,Craft-repair,39,0,0,0,0
22,Female,White,HS-grad,Other-service,12,0,0,0,0
23,Male,White,Masters,Adm-clerical,43,0,0,1,1
55,Male,White,Some-college,Adm-clerical,38,0,0,0,0
39,Male,Other,Bachelors,Other-service,21,0,0,1,1
35,Male,White,Bachelors,Prof-specialty,23,0,0,1,1
31,Male,White,Some-college,Adm-clerical,49,0,0,0,0
27,Male,White,Bachelors,Craft-repair,32,0,0,1,1
63,Female,White,Masters,Other-service,30,0,0,1,1
30,Male,White,HS-grad,Exec-managerial,39,0,0,0,0
48,Male,White,Some-college,Prof-specialty,33,0,0,0,0
47,Female,White,Bachelors,Exec-managerial,41,0,0,1,1
20,Male,White,Bachelors,Craft-repair,37,0,0,1,1
47,Male,White,Masters,Exec-managerial,28,0,0,1,1
23,Female,Asian-Pac-Islander,Some-college,Craft-repair,34,0,0,0,0
46,Male,White,HS-grad,Adm-clerical,44,0,0,0,0
25,Female,Asian-Pac-Islander,HS-grad,Prof-specialty,40,0,0,0,0
61,Male,White,Masters,Sales,39,0,0,1,1
62,Female,Black,Some-college,Craft-repair,59,0,0,0,0
60,Male,White,Some-college,Other-service,47,15135,0,1,1
61,Male,Amer-Indian-Eskimo,Some-college,Other-service,48,0,0,0,0
50,Male,White,Bachelors,Adm-clerical,38,0,0,0,1
34,Male,White,Bachelors,Other-service,42,0,0,1,1
28,Male,White,Masters,Exec-managerial,35,0,2146,1,1
30,Female,White,Some-college,Adm-clerical,47,0,0,0,0
28,Female,White,HS-grad,Other-service,38,0,0,0,0
48,Male,Amer-Indian-Eskimo,Bachelors,Exec-managerial,42,0,0,0,1
45,Female,White,Some-college,Exec-managerial,41,11859,0,0,1
61,Male,White,Bachelors,Exec-managerial,39,0,0,1,1
23,Male,White,HS-grad,Other-service,69,0,0,0,0
58,Male,White,HS-grad,Exec-managerial,33,0,0,0,0
33,Male,White,Masters,Prof-specialty,33,2827,0,1,1
21,Female,White,Doctorate,Other-service,46,0,0,1,1
52,Male,White,HS-grad,Exec-managerial,34,0,0,1,0
43,Male,White,Masters,Prof-specialty,37,0,0,1,1
29,Female,White,Masters,Sales,29,0,3486,0,1
28,Female,White,HS-grad,Prof-specialty,44,0,0,0,0
54,Female,White,Masters,Other-service,45,0,0,1,1
42,Male,White,HS-grad,Other-service,36,0,0,0,0
35,Male,White,Bachelors,Exec-managerial,47,0,0,1,1
36,Male,White,Bachelors,Other-service,21,0,0,0,1
40,Male,White,Bachelors,Sales,32,0,0,0,1
55,Female,White,HS-grad,Adm-clerical,38,0,0,0,0
35,Female,White,Some-college,Prof-specialty,28,0,0,0,0
43,Female,White,Doctorate,Adm-clerical,22,0,0,1,1
23,Male,White,Some-college,Sales,36,0,0,0,0
21,Female,White,HS-grad,Prof-specialty,46,0,0,0,0
61,Female,White,HS-grad,Exec-managerial,52,0,2715,0,0
46,Male,White,HS-grad,Prof-specialty,34,0,0,0,0
51,Male,White,Bachelors,Exec-managerial,47,0,0,1,1
34,Female,White,Bachelors,Craft-repair,46,0,0,0,1
60,Male,Black,Masters,Prof-specialty,52,0,0,1,1
60,Female,White,Some-college,Prof-specialty,36,13119,0,0,1
33,Male,White,Bachelors,Adm-clerical,22,0,0,0,1
19,Female,White,Bachelors,Adm-clerical,40,0,0,0,1
51,Female,White,Some-college,Sales,29,0,0,0,0
25,Male,White,HS-grad,Exec-managerial,32,0,0,0,0
30,Female,White,Some-college,Other-service,36,0,0,0,0
59,Male,Black,Doctorate,Adm-clerical,36,0,0,1,1
25,Male,White,Some-college,Sales,41,0,0,0,0
47,Male,White,HS-grad,Exec-managerial,47,0,0,0,1
49,Male,White,Masters,Exec-managerial,36,2617,0,1,1
53,Female,White,HS-grad,Exec-managerial,43,0,0,0,0
64,Female,White,Masters,Craft-repair,40,13234,0,1,1
47,Male,White,HS-grad,Exec-managerial,49,0,0,0,0
18,Male,White,Bachelors,Sales,38,0,0,1,1
60,Male,White,HS-grad,Exec-managerial,39,0,1278,0,0
56,Female,Black,HS-grad,Other-service,36,0,0,0,0
34,Female,White,Some-college,Other-service,38,0,0,0,0
37,Male,White,Doctorate,Exec-managerial,32,0,0,1,1
41,Male,White,Masters,Sales,31,0,0,1,1
39,Male,White,Bachelors,Prof-specialty,47,0,0,1,1
46,Male,Black,Doctorate,Exec-managerial,29,0,0,1,1
39,Female,White,HS-grad,Sales,36,0,0,0,0
61,Male,White,Some-college,Adm-clerical,50,0,0,0,0
26,Male,White,Some-college,Sales,36,0,0,0,0
54,Female,White,Bachelors,Craft-repair,48,0,0,1,1
27,Female,White,Some-college,Adm-clerical,34,0,0,0,0
53,Female,White,Bachelors,Other-service,29,19724,0,0,1
54,Female,Asian-Pac-Islander,HS-grad,Other-service,24,0,0,0,0
45,Female,White,HS-grad,Prof-specialty,53,0,0,0,0
45,Male,White,Bachelors,Prof-specialty,28,0,0,1,1
59,Male,White,Doctorate,Sales,47,0,0,1,1
60,Male,White,Bachelors,Sales,30,0,0,1,1
38,Female,White,Bachelors,Exec-managerial,53,0,0,1,1
41,Male,White,Masters,Exec-managerial,62,0,0,1,1
59,Male,White,Doctorate,Other-service,23,0,0,1,1
57,Male,White,Some-college,Craft-repair,29,0,0,0,0
19,Female,White,Doctorate,Exec-managerial,47,0,0,1,1
25,Male,White,Masters,Other-service,45,0,0,1,1
44,Male,Black,HS-grad,Sales,47,0,0,0,0
39,Male,White,Bachelors,Sales,34,9540,1420,1,1
54,Female,White,Bachelors,Exec-managerial,59,0,0,1,1
44,Male,White,HS-grad,Craft-repair,41,0,0,0,0
46,Male,White,Masters,Other-service,27,0,0,1,1
20,Male,White,HS-grad,Sales,37,0,0,0,0
61,Male,White,Doctorate,Other-service,27,0,0,1,1
30,Male,Black,HS-grad,Craft-repair,55,0,0,0,0
62,Male,White,Bachelors,Sales,33,0,0,0,1
27,Male,Black,Bachelors,Other-service,44,0,0,0,0
53,Female,White,Some-college,Craft-repair,35,0,0,0,0
26,Male,White,Doctorate,Craft-repair,33,0,0,1,1
44,Male,White,Some-college,Craft-repair,20,0,0,0,0
51,Female,White,Bachelors,Exec-managerial,45,0,0,1,1
18,Female,White,Some-college,Prof-specialty,52,11301,0,0,1
49,Male,White,Bachelors,Other-service,30,0,0,1,1
42,Male,White,Bachelors,Craft-repair,24,0,0,1,1
46,Female,White,Some-college,Other-service,48,0,0,0,0
24,Female,White,HS-grad,Craft-repair,23,0,0,0,0
20,Male,White,Masters,Other-service,52,0,0,1,1
37,Male,White,Bachelors,Sales,30,0,0,0,1
37,Male,White,Masters,Other-service,28,0,0,1,1
47,Male,White,Some-college,Prof-specialty,42,0,0,0,1
52,Male,White,HS-grad,Sales,29,0,0,0,0
52,Male,White,Masters,Sales,32,0,0,1,1
56,Male,White,Bachelors,Craft-repair,43,0,0,1,1
44,Male,Black,Masters,Adm-clerical,15,0,0,1,1
43,Male,Black,HS-grad,Prof-specialty,56,0,0,0,0
31,Male,Black,Bachelors,Sales,40,0,0,0,0
34,Male,White,HS-grad,Adm-clerical,27,0,0,0,0
35,Male,White,Bachelors,Adm-clerical,29,0,0,1,0
62,Female,White,Some-college,Sales,49,0,0,0,0
46,Male,White,HS-grad,Craft-repair,46,0,0,0,0
37,Female,Black,Bachelors,Exec-managerial,53,0,0,1,1
44,Male,White,HS-grad,Sales,33,0,0,0,0
35,Male,White,HS-grad,Craft-repair,42,0,0,0,0
21,Male,White,Doctorate,Prof-specialty,44,0,0,1,1
18,Female,White,Some-college,Craft-repair,46,0,0,0,0
18,Male,White,HS-grad,Adm-clerical,51,0,0,0,0
43,Male,White,Some-college,Prof-specialty,32,0,0,0,0
62,Male,Black,Masters,Prof-specialty,38,0,0,1,1
37,Female,Black,Bachelors,Exec-managerial,33,0,0,0,0
40,Female,White,Masters,Exec-managerial,39,0,0,1,1
27,Male,White,HS-grad,Sales,46,0,0,0,0
28,Male,White,Masters,Craft-repair,23,0,0,1,1
58,Male,White,Some-college,Sales,51,0,0,0,1
58,Male,Black,HS-grad,Exec-managerial,28,0,0,0,0
22,Male,White,Some-college,Adm-clerical,36,0,0,0,0
18,Female,White,Some-college,Exec-managerial,52,0,0,0,1
34,Female,White,HS-grad,Craft-repair,43,18705,0,0,0
39,Male,White,Masters,Adm-clerical,43,0,0,1,1
51,Male,White,HS-grad,Sales,28,0,0,0,0
62,Male,White,Some-college,Sales,29,0,0,0,0
58,Male,White,Masters,Exec-managerial,49,0,0,1,1
46,Male,White,Bachelors,Exec-managerial,34,0,0,1,1
21,Male,White,HS-grad,Other-service,35,0,0,0,0
22,Male,White,Masters,Sales,49,0,0,1,1
28,Male,White,Bachelors,Sales,29,0,0,1,0
38,Female,White,Bachelors,Prof-specialty,42,0,0,0,1
52,Male,White,HS-grad,Craft-repair,40,0,0,0,0
29,Male,White,HS-grad,Prof-specialty,39,0,0,0,0
43,Male,White,HS-grad,Prof-specialty,34,0,0,0,0
36,Male,Amer-Indian-Eskimo,HS-grad,Sales,34,0,0,0,0
62,Female,White,Bachelors,Other-service,29,0,0,0,0
24,Female,White,Masters,Craft-repair,44,0,0,0,1
64,Male,White,HS-grad,Sales,33,0,0,0,0
24,Female,White,Bachelors,Prof-specialty,49,0,0,1,1
43,Male,White,HS-grad,Prof-specialty,37,0,0,0,0
57,Female,Black,Masters,Sales,29,2417,0,0,1
22,Male,White,Bachelors,Exec-managerial,37,0,0,1,1
38,Male,White,Bachelors,Exec-managerial,35,0,0,1,1
31,Male,White,Bachelors,Sales,50,0,0,1,1
21,Female,White,Some-college,Adm-clerical,36,0,0,0,0
40,Male,White,Some-college,Adm-clerical,37,0,0,0,0
59,Female,White,Some-college,Exec-managerial,54,0,0,0,1
37,Male,White,Doctorate,Craft-repair,45,0,0,1,1
32,Female,White,Masters,Other-service,56,1228,0,1,1
62,Male,White,HS-grad,Prof-specialty,52,0,0,0,0
46,Female,White,Masters,Craft-repair,31,0,0,1,1
25,Male,White,Bachelors,Exec-managerial,49,0,0,1,1
58,Male,White,Masters,Sales,55,0,0,1,1
36,Female,White,Some-college,Adm-clerical,55,0,0,0,0
56,Female,White,HS-grad,Exec-managerial,49,0,0,0,0
63,Male,White,HS-grad,Craft-repair,49,0,0,0,0
45,Male,White,HS-grad,Craft-repair,36,0,0,0,0
63,Male,White,Masters,Other-service,31,8426,0,1,1
44,Male,White,Masters,Exec-managerial,36,0,1014,1,1
21,Male,White,Some-college,Prof-specialty,23,0,0,0,0
32,Male,White,HS-grad,Craft-repair,53,0,0,0,0
52,Male,White,Some-college,Prof-specialty,37,0,0,0,0
54,Female,White,Masters,Prof-specialty,52,0,0,1,1
18,Female,White,Some-college,Sales,27,0,0,0,0
20,Male,White,HS-grad,Exec-managerial,50,0,0,0,0
64,Male,White,HS-grad,Exec-managerial,35,0,2822,0,0
41,Male,White,Masters,Prof-specialty,27,0,0,1,1
44,Female,White,Doctorate,Sales,56,0,0,1,1
57,Male,White,Some-college,Craft-repair,51,0,0,0,1
53,Male,White,Bachelors,Craft-repair,42,0,0,0,1
51,Male,White,Bachelors,Exec-managerial,40,0,0,1,1
46,Male,White,Some-college,Prof-specialty,44,0,0,0,0
41,Female,White,HS-grad,Sales,41,0,0,0,0
41,Female,White,Masters,Sales,32,0,0,1,1
59,Male,White,HS-grad,Craft-repair,35,0,0,0,0
21,Male,White,Bachelors,Craft-repair,59,0,2422,1,1
20,Female,Black,Some-college,Adm-clerical,66,0,0,0,0
51,Male,White,Doctorate,Adm-clerical,55,0,1012,1,1
40,Female,White,HS-grad,Prof-specialty,44,0,0,0,0
40,Female,White,HS-grad,Adm-clerical,36,0,0,0,0
62,Female,White,Some-college,Sales,32,0,0,0,0
22,Male,White,Bachelors,Adm-clerical,32,0,940,1,1
48,Male,White,Some-college,Exec-managerial,34,0,0,0,1
58,Female,White,HS-grad,Exec-managerial,61,0,0,0,0
23,Male,White,Masters,Other-service,58,0,0,1,1
54,Male,White,Some-college,Craft-repair,47,0,0,1,0
27,Male,White,Masters,Craft-repair,30,0,0,1,1
57,Male,White,HS-grad,Prof-specialty,48,0,0,0,0
24,Female,White,Masters,Exec-managerial,37,0,0,1,1
56,Male,Black,HS-grad,Other-service,18,0,0,0,0
55,Female,White,HS-grad,Prof-specialty,42,0,0,0,0
38,Female,White,Some-college,Prof-specialty,31,0,0,0,0
37,Male,White,Some-college,Adm-clerical,31,0,0,0,0
20,Male,White,Masters,Craft-repair,37,0,0,1,1
39,Female,White,HS-grad,Prof-specialty,35,0,2686,0,0
64,Male,White,Bachelors,Prof-specialty,39,0,0,1,1
21,Female,Black,Bachelors,Craft-repair,39,0,2487,0,0
45,Female,White,Masters,Craft-repair,21,0,0,1,1
29,Male,White,Some-college,Exec-managerial,55,0,0,1,1
55,Female,White,HS-grad,Craft-repair,30,0,0,0,0
53,Male,White,Some-college,Adm-clerical,30,19459,0,1,1
64,Male,White,Bachelors,Exec-managerial,36,0,0,1,1
58,Female,White,HS-grad,Other-service,38,0,0,0,0
22,Female,White,Bachelors,Prof-specialty,54,0,0,1,1
30,Male,White,HS-grad,Adm-clerical,42,0,0,0,0
40,Male,White,Bachelors,Adm-clerical,45,0,0,1,1
47,Male,White,Some-college,Exec-managerial,42,0,0,0,1
54,Male,White,Bachelors,Prof-specialty,42,0,0,1,1
42,Male,White,Some-college,Exec-managerial,43,0,0,0,0
44,Male,White,HS-grad,Sales,20,0,0,0,0
31,Male,White,Some-college,Sales,37,0,0,0,0
64,Female,White,Masters,Exec-managerial,51,0,0,1,1
53,Male,White,Some-college,Prof-specialty,79,0,0,1,1
56,Male,Black,Bachelors,Prof-specialty,27,0,0,1,1
33,Female,Black,Doctorate,Craft-repair,44,10261,0,1,1
39,Female,White,Some-college,Adm-clerical,34,0,0,0,0
38,Female,Black,Bachelors,Exec-managerial,60,0,3964,0,1
38,Male,White,Bachelors,Adm-clerical,26,0,0,1,1
25,Male,White,HS-grad,Adm-clerical,46,15737,0,0,1
33,Male,White,Some-college,Sales,25,0,0,0,0
48,Male,White,HS-grad,Sales,36,16016,0,0,0
59,Male,White,HS-grad,Other-service,39,0,0,0,0
27,Male,White,Bachelors,Exec-managerial,50,0,0,1,1
49,Male,White,Bachelors,Other-service,29,0,0,0,1
51,Male,White,Some-college,Exec-managerial,46,0,0,1,1
26,Male,White,Bachelors,Prof-specialty,40,0,0,1,1
34,Male,White,Masters,Exec-managerial,42,0,0,1,1
28,Female,White,Some-college,Prof-specialty,49,0,0,0,1
49,Male,White,Bachelors,Prof-specialty,27,0,0,1,1
27,Male,Black,Masters,Exec-managerial,48,0,0,1,1
39,Male,White,Bachelors,Prof-specialty,34,0,0,1,1
34,Male,White,Masters,Adm-clerical,50,0,0,1,1
21,Male,White,Bachelors,Prof-specialty,43,0,0,1,1
64,Male,White,Doctorate,Adm-clerical,37,0,0,1,1
42,Female,White,HS-grad,Adm-clerical,34,0,0,0,0
38,Male,Black,HS-grad,Adm-clerical,48,0,0,0,0
54,Male,White,Masters,Craft-repair,52,0,0,1,1
55,Female,White,Bachelors,Other-service,34,0,0,0,0
18,Male,White,Doctorate,Craft-repair,28,0,0,1,1
42,Male,White,HS-grad,Prof-specialty,46,16277,0,1,1
53,Male,White,Masters,Other-service,25,0,0,1,1
34,Female,White,Bachelors,Other-service,26,1678,0,0,0
58,Male,White,Masters,Other-service,29,0,0,1,1
41,Male,White,Bachelors,Exec-managerial,35,1299,0,1,1
19,Male,White,HS-grad,Prof-specialty,26,0,0,0,0
57,Male,White,Bachelors,Craft-repair,20,0,0,0,0
32,Male,White,Doctorate,Other-service,28,0,0,1,1
49,Female,White,HS-grad,Other-service,46,19649,0,0,0
56,Male,Black,Some-college,Sales,27,0,0,0,0
23,Male,White,Some-college,Other-service,36,0,2477,0,0
18,Male,White,Bachelors,Other-service,59,0,0,1,1
64,Male,White,Masters,Sales,39,0,0,1,1
40,Female,White,Bachelors,Prof-specialty,43,0,0,0,1
56,Male,White,HS-grad,Craft-repair,30,13852,0,0,0
34,Male,White,Doctorate,Adm-clerical,61,0,0,1,1
51,Male,White,Masters,Craft-repair,34,0,0,1,1
58,Male,White,Masters,Prof-specialty,37,6642,0,1,1
46,Male,White,HS-grad,Craft-repair,53,0,0,0,0
26,Female,Black,HS-grad,Sales,38,0,0,0,0
30,Male,White,Bachelors,Other-service,40,19260,0,1,1
23,Female,White,Doctorate,Other-service,37,0,0,1,1
23,Female,White,HS-grad,Adm-clerical,37,0,0,0,0
37,Female,White,Doctorate,Prof-specialty,43,14481,0,1,1
20,Male,White,Bachelors,Other-service,45,0,0,1,1
34,Male,White,HS-grad,Prof-specialty,33,0,0,0,0
29,Female,White,HS-grad,Exec-managerial,32,0,0,0,0
64,Female,White,Bachelors,Adm-clerical,33,0,0,0,0
62,Female,White,HS-grad,Prof-specialty,25,0,0,0,0
18,Male,Black,Some-college,Craft-repair,24,0,0,0,0
34,Male,White,Some-college,Craft-repair,42,0,0,0,0
20,Female,White,HS-grad,Craft-repair,49,14924,0,0,0
43,Male,White,HS-grad,Craft-repair,48,0,0,0,0
32,Male,Black,Bachelors,Prof-specialty,16,0,0,0,1
53,Male,White,Some-college,Sales,37,0,0,0,0
49,Male,White,Bachelors,Adm-clerical,28,0,0,1,1
49,Male,White,Some-college,Craft-repair,41,0,0,0,0
21,Male,White,HS-grad,Prof-specialty,35,0,0,0,0
35,Male,White,HS-grad,Other-service,45,0,0,0,0
36,Male,Amer-Indian-Eskimo,Some-college,Other-service,39,0,0,0,0
60,Male,White,Bachelors,Prof-specialty,21,0,0,1,1
52,Male,White,Masters,Craft-repair,30,0,0,1,1
57,Female,White,HS-grad,Exec-managerial,40,0,0,0,0
31,Male,White,Bachelors,Prof-specialty,40,0,0,1,1
50,Male,White,HS-grad,Adm-clerical,25,0,2530,0,0
31,Female,Asian-Pac-Islander,Masters,Adm-clerical,24,0,0,1,1
51,Female,White,Doctorate,Exec-managerial,40,0,0,1,1
21,Male,Asian-Pac-Islander,Bachelors,Other-service,25,0,0,1,1
41,Male,White,Some-college,Other-service,23,14155,2310,0,0
46,Male,White,Bachelors,Prof-specialty,35,0,0,1,1
36,Male,White,Bachelors,Exec-managerial,35,0,0,1,1
23,Female,White,HS-grad,Prof-specialty,31,0,0,0,0
50,Female,White,Bachelors,Prof-specialty,32,0,0,0,1
57,Female,White,Bachelors,Exec-managerial,40,0,0,1,1
36,Male,White,Some-college,Other-service,32,0,0,0,0
18,Male,White,HS-grad,Sales,40,0,0,0,0
22,Female,White,Bachelors,Craft-repair,36,0,0,0,1
44,Male,White,Bachelors,Craft-repair,41,2286,0,1,1
33,Male,White,Doctorate,Craft-repair,48,0,0,1,1
23,Female,White,Some-college,Exec-managerial,48,0,0,0,1
57,Male,White,HS-grad,Prof-specialty,52,0,461,0,0
30,Male,White,Bachelors,Prof-specialty,48,0,0,1,1
52,Female,White,Bachelors,Adm-clerical,42,0,0,0,0
36,Male,White,Bachelors,Prof-specialty,35,0,0,1,1
29,Male,White,Bachelors,Other-service,36,0,0,1,1
33,Male,White,HS-grad,Sales,31,0,0,0,0
60,Male,White,Bachelors,Craft-repair,40,0,0,0,0
27,Male,White,HS-grad,Other-service,46,0,0,0,0
42,Male,White,HS-grad,Other-service,32,9412,0,0,0
37,Male,Asian-Pac-Islander,Some-college,Sales,39,0,0,0,0
48,Female,White,Some-college,Craft-repair,33,0,732,0,0
21,Male,White,Masters,Exec-managerial,42,0,0,1,1
61,Female,White,HS-grad,Sales,34,0,0,0,0
40,Male,White,HS-grad,Other-service,32,0,0,0,0
19,Female,White,HS-grad,Prof-specialty,33,19825,0,0,0
39,Male,White,Doctorate,Craft-repair,45,0,0,1,1
54,Male,Black,HS-grad,Adm-clerical,39,0,0,0,0
25,Female,White,Some-college,Sales,35,0,0,0,0
24,Male,White,Some-college,Other-service,42,0,0,0,0
31,Male,White,HS-grad,Exec-managerial,35,0,0,0,0
20,Male,White,Masters,Other-service,51,0,0,1,1
33,Male,White,Bachelors,Adm-clerical,30,0,0,1,0
36,Male,White,Bachelors,Exec-managerial,38,0,0,1,1
35,Male,White,HS-grad,Craft-repair,25,0,0,0,0
33,Male,White,Bachelors,Sales,36,0,0,1,1
25,Male,White,Some-college,Exec-managerial,23,0,0,0,0
50,Male,White,Bachelors,Adm-clerical,47,0,0,1,1
29,Male,White,HS-grad,Other-service,47,0,0,0,0
28,Male,Black,Masters,Adm-clerical,47,5743,0,1,1
22,Male,White,Masters,Prof-specialty,40,0,0,1,1
44,Female,White,HS-grad,Exec-managerial,31,17844,0,0,0
29,Female,White,Some-college,Sales,31,0,0,0,0
34,Female,White,Masters,Sales,55,0,0,1,1
23,Male,White,HS-grad,Other-service,54,0,0,0,0
50,Female,White,Bachelors,Other-service,41,8629,0,1,1
22,Male,White,HS-grad,Other-service,34,1289,0,0,0
45,Female,White,Some-college,Prof-specialty,53,0,0,0,0
31,Male,White,Masters,Adm-clerical,33,0,0,1,1
22,Male,Black,Some-college,Other-service,42,0,0,0,0
50,Male,Black,HS-grad,Exec-managerial,53,0,1859,0,0
58,Male,White,Bachelors,Other-service,31,0,0,1,1
36,Female,White,Bachelors,Adm-clerical,48,0,0,0,1
39,Female,White,HS-grad,Exec-managerial,45,0,0,0,0
22,Female,White,Masters,Exec-managerial,39,0,0,1,1
19,Male,Black,Some-college,Exec-managerial,30,0,0,0,0
47,Male,White,HS-grad,Adm-clerical,32,0,0,0,0
64,Male,White,HS-grad,Other-service,42,0,0,0,0
56,Female,White,HS-grad,Adm-clerical,25,0,0,0,0
21,Male,White,HS-grad,Adm-clerical,41,0,0,0,0
50,Female,White,Bachelors,Craft-repair,45,0,0,0,1
30,Male,White,Bachelors,Adm-clerical,49,0,0,1,1
37,Male,White,Bachelors,Prof-specialty,26,0,0,1,1
24,Female,White,Bachelors,Craft-repair,53,0,1874,0,0
32,Male,Asian-Pac-Islander,Bachelors,Exec-managerial,56,0,0,1,1
40,Male,White,Bachelors,Other-service,44,0,0,1,1
31,Male,White,Masters,Sales,29,0,0,1,1
40,Female,White,HS-grad,Other-service,36,0,0,0,0
36,Male,White,Some-college,Craft-repair,39,0,0,0,0
46,Male,White,Bachelors,Craft-repair,42,0,0,0,0
37,Male,White,HS-grad,Exec-managerial,40,0,0,0,0
46,Male,White,HS-grad,Adm-clerical,42,0,0,0,0
41,Male,White,Bachelors,Adm-clerical,39,0,0,1,1
35,Male,White,Some-college,Craft-repair,42,0,0,0,0
27,Female,Black,Bachelors,Adm-clerical,35,0,0,0,0
58,Female,White,Some-college,Craft-repair,36,0,0,0,0
25,Male,White,Some-college,Other-service,34,0,1123,0,0
43,Female,Asian-Pac-Islander,HS-grad,Sales,59,0,0,0,0
46,Male,White,HS-grad,Other-service,54,0,0,0,0
27,Male,White,Masters,Sales,45,0,0,1,1
